time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-11-10T06:44:27.665Z,-4.1655,-75.4979,10,4.5,mb,41,104,3.663,0.82,us,us7000nqyh,2024-12-01T13:06:30.040Z,"119 km N of Lagunas, Peru",earthquake,8.37,1.901,0.091,35,reviewed,us,us
2024-11-10T05:13:22.899Z,25.6933,142.8168,10,4.9,mb,67,121,1.507,0.95,us,us7000nqy6,2024-12-01T12:27:18.040Z,"Volcano Islands, Japan region",earthquake,11.09,1.887,0.057,100,reviewed,us,us
2024-11-10T00:48:31.711Z,-22.6155,-175.0751,10,4.6,mb,31,157,1.444,0.86,us,us7000nqxm,2024-11-30T04:17:23.976Z,"141 km S of ‘Ohonua, Tonga",earthquake,11.76,1.916,0.122,20,reviewed,us,us
2024-11-09T23:37:55.487Z,-32.1228,-177.9042,10,4.6,mb,14,158,2.852,0.79,us,us7000nuat,2024-11-28T01:01:46.040Z,"south of the Kermadec Islands",earthquake,8.67,1.801,0.157,12,reviewed,us,us
2024-11-09T21:20:41.874Z,-4.7705,137.7972,15.891,4.9,mb,47,64,3.665,0.43,us,us7000nqx9,2024-11-11T04:00:42.040Z,"93 km NNW of Agats, Indonesia",earthquake,8.89,4.454,0.069,65,reviewed,us,us
2024-11-09T20:37:50.966Z,45.3508,98.832,10,5,mb,71,46,5.773,0.63,us,us7000nqx5,2024-11-30T01:54:37.040Z,"174 km WSW of Bayanhongor, Mongolia",earthquake,9.45,1.874,0.041,196,reviewed,us,us
2024-11-09T19:30:18.781Z,7.5218,-82.3895,10,5.8,mww,91,59,1.926,0.74,us,us7000nqwx,2024-11-30T01:30:36.355Z,"77 km SE of Burica, Panama",earthquake,6.44,1.69,0.044,50,reviewed,us,us
2024-11-09T19:17:08.015Z,-24.3078,178.9053,540.505,4.7,mb,70,65,5.691,0.91,us,us7000nqwt,2024-11-30T01:10:06.040Z,"south of the Fiji Islands",earthquake,11.26,6.384,0.043,167,reviewed,us,us
2024-11-09T19:08:50.701Z,-8.0303,162.6435,10,4.9,mb,47,96,3.01,0.79,us,us7000nqws,2024-11-30T00:57:27.040Z,"229 km ENE of Auki, Solomon Islands",earthquake,9.28,1.881,0.053,111,reviewed,us,us
2024-11-09T18:48:57.561Z,56.4223,-33.9835,10,4.7,mb,134,54,8.777,0.55,us,us7000nqwr,2024-12-05T15:30:04.040Z,"Reykjanes Ridge",earthquake,8.34,1.831,0.038,206,reviewed,us,us
2024-11-09T15:52:15.327Z,31.0954,131.3565,43.639,4.5,mb,91,98,0.877,0.99,us,us7000nqwe,2024-12-04T22:08:33.040Z,"44 km SSE of Kushima, Japan",earthquake,5.5,7.266,0.066,73,reviewed,us,us
2024-11-09T15:17:52.982Z,25.6313,142.4478,51.987,4.9,mb,109,101,1.477,0.6,us,us7000nqwb,2024-12-04T22:03:48.040Z,"Volcano Islands, Japan region",earthquake,9.93,6.738,0.053,116,reviewed,us,us
2024-11-09T14:47:22.773Z,25.0946,142.6757,46.681,4.7,mb,43,98,2.041,0.78,us,us7000nqw9,2024-11-30T20:55:18.040Z,"Volcano Islands, Japan region",earthquake,11.56,6.94,0.058,89,reviewed,us,us
2024-11-09T14:13:16.342Z,-30.2297,-176.9789,10,4.6,mb,25,115,1.265,0.57,us,us7000nqw4,2024-11-30T20:39:05.040Z,"Kermadec Islands region",earthquake,8.83,1.901,0.114,23,reviewed,us,us
2024-11-09T13:45:33.039Z,-25.7465,-13.8406,10,5.1,mb,65,60,26.231,0.69,us,us7000nqw0,2024-11-30T20:31:29.040Z,"southern Mid-Atlantic Ridge",earthquake,5.89,1.83,0.07,67,reviewed,us,us
2024-11-09T11:04:02.567Z,7.5987,-82.4935,10,4.5,mb,50,141,1.813,0.61,us,us7000nqvb,2024-12-01T12:07:16.040Z,"63 km SE of Burica, Panama",earthquake,7.69,1.918,0.094,33,reviewed,us,us
2024-11-09T10:15:46.730Z,19.6238,-65.3376,74,4.68,md,29,223,1.3247,0.36,pr,pr2024314000,2024-12-01T12:06:46.804Z,"142 km NNE of Vieques, Puerto Rico",earthquake,3.01,8.109,0.08,26,reviewed,pr,pr
2024-11-09T10:03:40.678Z,7.4858,-82.4178,10,5.6,mww,78,92,1.946,0.78,us,us7000nqv1,2024-12-04T06:57:43.278Z,"78 km SE of Burica, Panama",earthquake,7.94,1.876,0.036,74,reviewed,us,us
2024-11-09T08:22:16.526Z,-20.3279,-175.768,143.328,4.8,mb,22,151,5.642,0.52,us,us7000nquv,2024-11-27T12:48:23.040Z,"105 km NNW of Houma, Tonga",earthquake,21.35,13.86,0.116,23,reviewed,us,us
2024-11-09T07:57:04.989Z,-0.8006,134.4506,24.139,4.6,mb,37,76,3.045,0.53,us,us7000nqur,2024-11-27T12:42:25.040Z,"43 km E of Manokwari, Indonesia",earthquake,10.01,5.154,0.09,37,reviewed,us,us
2024-11-09T05:00:39.995Z,32.3106,142.4167,10,5,mb,174,98,2.336,0.51,us,us7000nquf,2024-11-26T17:24:03.040Z,"Izu Islands, Japan region",earthquake,7.7,1.848,0.047,148,reviewed,us,us
2024-11-09T04:48:05.340Z,-30.3928,-177.6139,35,4.5,mb,13,144,1.158,0.65,us,us7000nua1,2024-11-27T00:48:58.040Z,"Kermadec Islands, New Zealand",earthquake,13.27,1.968,0.205,8,reviewed,us,us
2024-11-09T02:53:38.075Z,0.9901,121.1379,57.398,4.9,mb,63,57,0.376,0.97,us,us7000nqtx,2024-11-30T00:52:31.040Z,"219 km WNW of Gorontalo, Indonesia",earthquake,9.29,5.283,0.07,66,reviewed,us,us
2024-11-09T01:12:43.630Z,10.1406,125.9297,74.91,4.6,mb,54,100,3.071,0.84,us,us7000nqtc,2024-11-30T00:40:09.040Z,"17 km NW of Santa Monica, Philippines",earthquake,11.5,6.72,0.072,60,reviewed,us,us
2024-11-09T00:48:33.569Z,13.6508,120.8082,10,4.5,mb,45,127,11.802,0.56,us,us7000nqt8,2024-12-04T23:29:12.040Z,"6 km W of Tingloy, Philippines",earthquake,12.47,1.921,0.093,34,reviewed,us,us
2024-11-08T23:26:35.662Z,25.4584,142.8157,17.984,5,mb,120,53,1.726,0.69,us,us7000nqsv,2024-12-04T04:41:14.040Z,"Volcano Islands, Japan region",earthquake,9.77,4.027,0.056,101,reviewed,us,us
2024-11-08T20:06:04.854Z,65.3879,-134.6031,6.82,4.9,mww,269,13,1.552,0.56,us,us7000nqqx,2024-12-04T20:22:31.985Z,"273 km ENE of Dawson City, Canada",earthquake,4.58,3.499,0.075,17,reviewed,us,us
2024-11-08T19:58:45.753Z,52.8601,160.4325,51.224,4.6,mb,89,131,1.091,0.5,us,us7000nqqv,2024-12-04T19:32:04.040Z,"123 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,10.51,7.215,0.057,100,reviewed,us,us
2024-11-08T18:36:49.770Z,24.9393,142.7563,23.669,4.6,mb,92,124,2.208,0.59,us,us7000nqqp,2024-12-04T18:46:57.040Z,"Volcano Islands, Japan region",earthquake,10.72,5.669,0.065,76,reviewed,us,us
2024-11-08T17:06:20.638Z,28.6983,143.33,10,4.5,mb,59,119,1.891,0.33,us,us7000nu56,2024-12-04T18:26:33.040Z,"Bonin Islands, Japan region",earthquake,8.73,1.874,0.082,46,reviewed,us,us
2024-11-08T16:30:59.428Z,1.0682,94.3472,22.999,4.5,mb,24,182,4.88,0.92,us,us7000nqn9,2024-11-30T20:01:30.040Z,"274 km SW of Sinabang, Indonesia",earthquake,10.16,6.361,0.136,17,reviewed,us,us
2024-11-08T16:23:58.964Z,-25.2849,179.8278,515.952,4.5,mb,39,95,4.421,0.93,us,us7000nqmb,2024-11-30T19:57:08.040Z,"south of the Fiji Islands",earthquake,15,9.202,0.078,49,reviewed,us,us
2024-11-08T16:17:24.592Z,-25.059,178.7373,584.775,4.6,mb,32,104,5.118,0.7,us,us7000nqm9,2024-11-30T16:02:16.040Z,"south of the Fiji Islands",earthquake,15.84,13.196,0.103,28,reviewed,us,us
2024-11-08T15:40:31.976Z,53.2388,159.5766,68.314,4.6,mb,52,133,0.599,0.72,us,us7000nqm2,2024-11-29T21:25:28.040Z,"66 km ENE of Petropavlovsk-Kamchatsky, Russia",earthquake,8.95,6.132,0.073,55,reviewed,us,us
2024-11-08T15:15:12.398Z,-28.7282,-71.3826,44.204,4.6,mb,34,142,0.588,0.91,us,us7000nqly,2024-11-29T20:59:06.040Z,"63 km WSW of Vallenar, Chile",earthquake,6.02,4.233,0.117,23,reviewed,us,us
2024-11-08T14:50:47.731Z,51.383,-176.649,35,4.9,mb,54,174,0.503,0.86,us,us7000nqlu,2024-12-03T02:06:53.357Z,"54 km S of Adak, Alaska",earthquake,4.92,1.946,0.03,341,reviewed,us,us
2024-11-08T14:04:01.624Z,38.5535,39.7334,10,5.1,mwr,53,69,0.379,0.93,us,us7000nqls,2024-12-03T02:03:02.938Z,"21 km SSW of Kovancılar, Turkey",earthquake,4.33,1.86,0.056,31,reviewed,us,us
2024-11-08T11:45:32.107Z,-46.8208,-75.8836,10,5,mb,26,141,2.293,1.19,us,us7000nqlq,2024-12-03T00:45:38.040Z,"256 km WNW of Cochrane, Chile",earthquake,7.33,1.921,0.146,15,reviewed,us,us
2024-11-08T11:38:00.416Z,-46.7782,-75.6266,10,6.3,mww,85,52,2.131,0.73,us,us7000nql2,2024-12-03T00:34:27.726Z,"238 km WNW of Cochrane, Chile",earthquake,4.83,1.816,0.039,62,reviewed,us,us
2024-11-08T10:37:42.623Z,-1.4492,-77.4738,190.812,5.1,mww,244,76,0.553,0.6,us,us7000nqkx,2024-12-05T12:18:48.865Z,"58 km E of Puyo, Ecuador",earthquake,8.99,5.677,0.065,23,reviewed,us,us
2024-11-08T08:32:27.106Z,-30.2386,-177.3565,10,4.5,mb,15,212,1.09,0.76,us,us7000nu4t,2024-11-30T07:26:43.040Z,"Kermadec Islands, New Zealand",earthquake,11.05,1.998,0.151,13,reviewed,us,us
2024-11-08T08:01:21.061Z,-4.6843,128.3742,269.174,4.5,mb,25,60,1.534,0.31,us,us7000nqkj,2024-12-01T07:05:24.040Z,"111 km S of Ambon, Indonesia",earthquake,11.99,9.038,0.131,17,reviewed,us,us
2024-11-08T07:25:15.267Z,51.2105,-178.4826,35,4.6,mb,73,138,0.401,0.79,us,us7000nqkc,2024-12-01T07:03:20.040Z,"147 km WSW of Adak, Alaska",earthquake,4.31,1.896,0.035,251,reviewed,us,us
2024-11-08T05:00:54.894Z,29.9237,92.2999,10,4.7,mb,43,103,6.51,0.56,us,us7000nqjm,2024-12-01T06:47:23.040Z,"119 km ENE of Lhasa, China",earthquake,7.27,1.86,0.094,34,reviewed,us,us
2024-11-08T02:53:22.982Z,-41.4646,-84.7884,10,5,mb,35,138,9.126,0.98,us,us7000nqj9,2024-11-30T00:24:15.040Z,"West Chile Rise",earthquake,10.09,1.584,0.048,141,reviewed,us,us
2024-11-08T01:17:19.293Z,25.5033,142.6692,20.73,4.6,mb,59,121,1.644,0.61,us,us7000nqj5,2024-11-30T00:15:24.040Z,"Volcano Islands, Japan region",earthquake,13.05,5.634,0.062,78,reviewed,us,us
2024-11-07T22:21:23.832Z,25.4763,142.6357,10,4.7,mb,33,135,1.663,0.51,us,us6000p73e,2024-12-04T01:55:10.040Z,"Volcano Islands, Japan region",earthquake,10.91,1.918,0.126,21,reviewed,us,us
2024-11-07T21:43:58.363Z,25.517,142.6672,10,4.6,mb,45,123,1.631,0.72,us,us7000nqi9,2024-12-04T01:42:30.040Z,"Volcano Islands, Japan region",earthquake,11.97,1.9,0.103,28,reviewed,us,us
2024-11-07T20:23:10.093Z,25.5035,142.81,10,4.6,mb,56,123,1.682,0.62,us,us7000nqhg,2024-11-23T15:27:30.040Z,"Volcano Islands, Japan region",earthquake,11.19,1.897,0.078,49,reviewed,us,us
2024-11-07T20:11:24.587Z,25.495,142.7053,10,4.8,mb,90,98,1.661,0.48,us,us7000nqhf,2024-11-23T15:24:53.040Z,"Volcano Islands, Japan region",earthquake,8.26,1.744,0.043,165,reviewed,us,us
2024-11-07T20:07:06.184Z,25.2513,142.6412,10,4.6,mb,72,112,1.882,0.82,us,us7000nqhd,2024-11-23T15:21:44.040Z,"Volcano Islands, Japan region",earthquake,10.93,1.901,0.071,59,reviewed,us,us
2024-11-07T20:06:29.569Z,25.405,142.7163,10,4.5,mb,48,146,1.75,0.63,us,us7000nqhs,2024-11-23T15:30:09.040Z,"Volcano Islands, Japan region",earthquake,7.4,1.92,0.091,35,reviewed,us,us
2024-11-07T19:53:54.072Z,25.4503,142.847,10,5.1,mww,97,115,1.743,0.69,us,us7000nqha,2024-11-23T15:12:53.040Z,"Volcano Islands, Japan region",earthquake,9.37,1.876,0.063,24,reviewed,us,us
2024-11-07T19:12:30.508Z,25.4715,142.809,10,4.7,mb,78,66,1.712,0.67,us,us7000nqh5,2024-11-23T14:55:24.040Z,"Volcano Islands, Japan region",earthquake,9.2,1.863,0.058,91,reviewed,us,us
2024-11-07T17:07:14.336Z,-5.7492,154.3149,132.186,4.5,mb,30,96,2.644,0.74,us,us7000nqgq,2024-11-23T14:51:31.040Z,"143 km WNW of Panguna, Papua New Guinea",earthquake,10.7,7.866,0.113,23,reviewed,us,us
2024-11-07T16:42:05.663Z,-5.6899,154.3528,97.133,5.2,mww,66,30,2.641,0.73,us,us7000nqfp,2024-11-25T20:02:02.040Z,"143 km WNW of Panguna, Papua New Guinea",earthquake,10.42,5.574,0.071,19,reviewed,us,us
2024-11-07T15:54:10.526Z,25.5122,142.6532,33.348,4.7,mb,46,143,1.632,0.42,us,us7000nqec,2024-11-25T17:38:09.040Z,"Volcano Islands, Japan region",earthquake,11.78,5.89,0.093,35,reviewed,us,us
2024-11-07T14:56:58.077Z,-24.2875,-67.9803,111.85,4.8,mb,52,56,1.342,0.89,us,us7000nqea,2024-11-25T17:25:25.040Z,"154 km S of San Pedro de Atacama, Chile",earthquake,6.2,6.444,0.038,217,reviewed,us,us
2024-11-07T12:05:22.517Z,25.6467,142.3956,46.807,4.7,mb,53,129,1.455,0.7,us,us7000nqe1,2024-12-03T12:03:19.040Z,"Volcano Islands, Japan region",earthquake,10.05,6.843,0.089,38,reviewed,us,us
2024-11-07T09:07:51.733Z,29.3583,130.6616,35,4.9,mb,58,69,2.152,0.83,us,us7000nqdq,2024-12-04T09:27:50.040Z,"97 km S of Koshima, Japan",earthquake,5.93,1.858,0.082,46,reviewed,us,us
2024-11-07T09:06:44.616Z,29.35,130.533,38.916,4.5,mb,36,115,2.153,0.52,us,us6000p72y,2024-12-05T08:03:42.040Z,"98 km S of Koshima, Japan",earthquake,7.96,7.78,0.113,23,reviewed,us,us
2024-11-07T09:00:06.910Z,-56.2193,-27.4481,119.198,5,mb,67,56,5.522,0.74,us,us7000nqdi,2024-12-05T07:22:16.040Z,"South Sandwich Islands region",earthquake,10.82,5.628,0.073,61,reviewed,us,us
2024-11-07T06:24:38.457Z,-14.8217,-75.2634,58.442,4.9,mb,87,121,3.209,0.57,us,us7000nqcy,2024-11-26T16:07:20.538Z,"17 km SSW of Changuillo, Peru",earthquake,9.15,7.052,0.059,90,reviewed,us,us
2024-11-07T04:31:33.207Z,-42.2511,74.8589,10,5.4,mww,96,18,4.911,0.54,us,us7000nqcc,2024-11-11T03:48:00.957Z,"Mid-Indian Ridge",earthquake,9.67,1.727,0.066,22,reviewed,us,us
2024-11-07T02:31:48.513Z,25.3085,142.7458,10,4.6,mb,23,153,1.85,0.52,us,us6000p724,2024-11-29T03:57:07.040Z,"Volcano Islands, Japan region",earthquake,12.53,1.928,0.137,16,reviewed,us,us
2024-11-07T02:23:34.010Z,-26.5646,-114.8184,10,4.8,mb,13,176,38.561,0.78,us,us6000p72b,2024-11-29T04:22:40.040Z,"Easter Island region",earthquake,9.84,1.905,0.167,11,reviewed,us,us
2024-11-07T02:21:29.134Z,-26.6545,-114.7319,10,4.6,mb,13,164,38.943,0.84,us,us6000p723,2024-11-29T04:34:53.040Z,"Easter Island region",earthquake,19.33,1.941,0.165,11,reviewed,us,us
2024-11-07T02:12:34.367Z,25.4828,142.6825,10,5,mb,56,65,1.667,0.8,us,us7000nqc3,2024-11-11T02:55:49.040Z,"Volcano Islands, Japan region",earthquake,11.06,1.861,0.07,65,reviewed,us,us
2024-11-07T01:55:31.364Z,-30.3078,-177.1614,10,5.5,mb,82,48,1.233,0.48,us,us7000nqc0,2024-11-11T00:36:56.998Z,"Kermadec Islands, New Zealand",earthquake,9.73,1.753,0.035,277,reviewed,us,us
2024-11-07T01:11:47.302Z,25.4937,142.7925,10,5.2,mww,142,71,1.686,0.62,us,us7000nqby,2024-11-30T04:24:21.040Z,"Volcano Islands, Japan region",earthquake,7.01,1.82,0.075,17,reviewed,us,us
2024-11-06T23:34:31.252Z,25.436,142.3073,10,4.5,mb,21,161,1.656,0.47,us,us6000p71i,2024-12-04T02:24:53.040Z,"Volcano Islands, Japan region",earthquake,12.93,1.956,0.14,15,reviewed,us,us
2024-11-06T23:06:18.218Z,25.4524,142.6229,10,4.7,mb,30,153,1.683,0.62,us,us6000p71c,2024-12-03T03:28:16.040Z,"Volcano Islands, Japan region",earthquake,12.28,1.915,0.121,21,reviewed,us,us
2024-11-06T22:59:15.938Z,25.3721,142.6759,10,5.1,mb,34,136,1.772,0.51,us,us6000p71k,2024-12-03T02:52:36.040Z,"Volcano Islands, Japan region",earthquake,10.84,1.927,0.11,27,reviewed,us,us
2024-11-06T22:59:01.090Z,25.4025,143.156,10,5.1,mb,53,137,1.898,0.87,us,us6000p71b,2024-11-29T06:04:06.040Z,"Volcano Islands, Japan region",earthquake,7.78,1.907,0.09,40,reviewed,us,us
2024-11-06T22:55:03.607Z,25.4039,142.8586,8,5.8,mww,277,22,1.79,0.49,us,us7000nqb9,2024-11-29T06:00:56.234Z,"Volcano Islands, Japan region",earthquake,8.16,1.753,0.048,41,reviewed,us,us
2024-11-06T20:19:56.281Z,29.8366,92.1951,10,4.7,mb,94,44,6.398,0.57,us,us7000nqak,2024-12-03T17:42:16.040Z,"107 km E of Lhasa, China",earthquake,8.05,1.808,0.066,69,reviewed,us,us
